Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
600,58.0 55.0 52.0 48.0 45.0 42.0 39.0 36.0 33.0 29.0 26.0 23.0 20.0 17.0 14.0 10.0 7.0 4.0 1.0,51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 2.5 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 7.0 8.0 8.0 8.0 8.0 8.0 6.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.550164 0.308857 0.351073 0.330145 0.245844 0.27209 0.0555596 0.229378 0.11016 0.139311 0.323923 0.60025 0.0954978 0.328175 0.430564 0.117245 0.178861 0.0792647 0.021655,7.0 0.5 2.0 4.5 0.0 2.0 -4.0 -2.0 -0.5 10.0 0.0 2.5 -0.5 -1.0 3.0 -2.5 -3.0 2.0 -0.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 2.5 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.895 1.01833 0.765 0.748333 0.348333 0.595 0.738333 0.901667 0.965 0.958333 0.695 1.05167 0.971667 1.02833 0.921667 0.881667 1.05167 1.05167 0.425,-16.0 -10.0 -15.5 -7.5 -13.5 -15.0 -7.0 -11.5 -7.5 -15.5 -12.5 -99900.0 -11.0 -7.5 -17.0 -11.0 -99900.0 -9.5 -99900.0,1.125 2.8125 3.4375 1.125 -3.3125 2.125 0.1875 1.5625 1.75 2.0 0.375 1.875 2.125 -0.1875 0.125 0.25 2.125 6.0625 0.9375,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan,0.0
601,52.0,53.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,11.0,-99900.0,1.01833,-99900.0,-2.75,nan,nan,nan,0.0
602,14.0,44.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,-2.5,-99900.0,0.841667,-8.5,-0.0625,nan,nan,nan,0.0
603,57.0 38.0 28.0,18.0 18.0 18.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,0.0 0.0 0.0,-5.0 -7.0 -6.0,-99900.0 -99900.0 -99900.0,1.05167 1.05167 1.05167,-99900.0 -99900.0 -99900.0,5.25 7.9375 7.9375,nan nan nan,nan nan nan,nan nan nan,0.0
604,43.0 14.0,49.0 49.0,-99900.0 -99900.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,0.0 0.0,14.5 6.5,-99903.0 -99903.0,0.851667 0.571667,-99900.0 -99900.0,0.6875 -0.4375,nan nan,nan nan,nan nan,0.0
605,48.0 43.0,32.0 32.0,14.5 16.5,9.0 11.0,8.0 11.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,0.970409 0.907021,9.0 16.5,9.0 16.5,1.05167 1.035,-99900.0 -99900.0,1.5 2.25,nan -13.9445179726,nan 2.54594157654,nan 1.01636779984,0.0
606,54.0 44.0 25.0 15.0 6.0,69.0 69.0 69.0 69.0 69.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 0.0303894 0.0649243 0.0748759,5.0 4.5 7.0 9.0 5.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 0.801667 1.045 1.05167,-99901.0 -99901.0 -99901.0 -99901.0 -99901.0,-99900.0 -99900.0 7.9375 7.9375 7.9375,nan nan nan nan nan,nan nan nan nan nan,nan nan nan nan nan,0.0
607,42.0,33.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,15.0,-99900.0,-99900.0,-99901.0,-99900.0,nan,nan,nan,0.0
608,52.0 42.0 33.0 23.0 13.0 3.0,27.0 27.0 27.0 27.0 27.0 27.0,-99900.0 -99900.0 8.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 6.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 0.0708087 0.104908 0.168541 0.201626 0.468416,1.5 2.0 1.5 4.0 9.5 3.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.408333 0.821667 0.468333 0.735 0.658333 0.791667,2.0 9.5 -0.5 -8.0 -6.5 -2.5,1.9375 0.4375 2.75 2.8125 2.3125 0.0625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
609,58.0 54.0 49.0 45.0 41.0 31.0 21.0 12.0 2.0,18.0 18.0 18.0 18.0 18.0 18.0 18.0 18.0 18.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0179546 0.0200793 0.212892 0.0307244 999.0 0.251356 0.124408 0.304906 0.408539,15.0 15.5 14.0 12.5 12.5 12.0 13.0 13.0 14.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.708333 0.598333 0.508333 0.401667 0.691667 0.585 0.598333 0.488333 0.731667,10.5 9.5 7.5 10.5 12.0 8.5 10.0 8.5 9.0,5.1875 2.875 1.0 3.3125 0.25 0.9375 2.0625 0.0 0.1875,nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan,0.0
610,60.0 54.0 49.0 43.0 37.0 29.0 23.0 17.0 12.0 6.0 60.0 56.0 52.0 47.0 43.0 39.0 35.0 30.0 26.0 22.0 18.0 15.0 11.0 7.0 3.0 58.0 53.0 48.0 43.0 39.0 34.0 30.0 25.0 21.0 16.0 12.0 7.0 2.0,74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 74.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 99.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0 22.0,18.5 18.5 15.0 23.0 21.0 15.5 19.0 18.0 19.0 17.5 25.0 24.5 30.5 30.0 33.5 36.0 36.5 38.5 36.0 36.0 32.0 31.0 35.0 38.0 32.5 27.0 25.5 29.0 25.0 30.0 35.0 37.5 34.5 33.5 30.5 31.5 34.0 35.5,22.0 19.0 20.5 22.0 22.0 20.5 17.5 19.5 17.5 19.5 22.5 21.0 23.5 27.5 31.5 31.5 34.5 34.5 37.5 35.5 36.0 34.0 30.5 32.5 40.0 27.0 26.5 25.0 31.0 34.0 36.0 35.5 33.5 32.5 31.5 28.5 29.5 33.0,9.0 9.0 9.0 9.0 9.0 8.0 9.0 9.0 9.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 10.0 13.0 13.0 13.0 9.0 9.0 10.0 13.0 13.0 9.0 9.0 9.0 9.0 9.0 9.0 13.0 9.0 9.0 9.0 9.0 9.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.576615 0.750045 0.945375 2.36624 3.97874 3.81131 3.88336 8.94961 4.07533 6.49664 2.36854 2.91671 0.0 0.0 3.77543 1.62581 0.806226 2.36564 0.0 2.33663 5.4785 5.56667 3.61934 4.65722 2.97434 2.43701 5.08578 5.21828,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.733563 0.841217 1.24952 3.10181 5.05373 5.61357 6.5936 14.5733 7.42993 9.72578 3.89505 3.70909 -99900.0 -99900.0 5.4876 1.80217 0.884206 2.55864 -99900.0 2.36833 4.59742 8.16837 3.59934 4.59345 3.51385 3.06193 4.65156 5.76568,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -1.74872 -1.25924 2.71677 -7.98542 9.4893 11.5724 13.9812 5.56051 -18.8114 2.80279 -9.74238 -12.1406 -99900.0 -99900.0 -4.40681 -4.1632 -6.10453 -8.51287 -99900.0 2.02867 -2.38812 -0.857466 -0.0885518 -4.65166 6.48284 6.53946 -2.48845 0.962916,999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 0.998874 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.998962 0.997201 1.0 0.998963 0.999142 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,18.5 18.5 15.0 23.0 21.0 15.5 19.0 18.0 19.0 17.5 24.5 24.0 27.0 30.0 33.5 36.0 36.5 38.5 36.0 36.0 30.5 30.0 35.0 38.0 32.5 27.0 24.5 29.0 25.0 30.0 35.0 37.5 34.5 33.5 30.5 28.0 34.0 35.5,18.5 18.5 15.0 23.0 21.0 15.5 19.0 18.0 19.0 17.5 24.5 24.0 27.0 30.0 33.5 36.0 36.5 38.5 36.0 36.0 30.5 30.0 35.0 38.0 32.5 27.0 24.5 29.0 25.0 30.0 35.0 37.5 34.5 33.5 30.5 28.0 34.0 35.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 0.995 1.00167 0.995 0.995 0.988333 0.981667 0.941667 0.961667 0.965 0.895 0.955 0.831667 0.871667 0.971667 0.931667 1.00167 1.00167 0.995 0.968333 0.948333 0.991667 0.975 0.991667 0.978333 0.971667 0.958333 0.975 0.995,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99901.0 -1.0 -1.0 -0.5 0.5 0.0 1.0 1.5 0.5 -2.5 -99901.0 -99901.0 -6.0 -99900.0 -99901.0 2.0 3.5 1.5 0.0 1.5 3.0 4.5 5.0 2.5 2.5 2.0 1.5 1.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -0.5 0.5625 -0.3125 -1.125 -0.8125 -0.8125 0.5 1.25 -1.375 1.8125 0.0625 -0.25 4.5 0.5 0.0 -0.0625 0.0 0.3125 -0.625 1.0 0.375 -0.6875 0.4375 1.75 0.0625 -1.25 0.5625 0.5,nan nan nan nan nan nan nan nan nan nan -10.0685037353 -10.9882952885 -9.68098549785 -8.34711909651 -7.88073318832 -7.20462036732 -8.1153889602 -8.10353666859 -6.74488820842 -9.07779680094 -9.14622781938 -8.93300489708 -11.1531988331 -7.74916396951 -8.65943493842 -9.79637896155 -10.4574689767 -9.65918724083 -9.84012207076 -9.87822299805 -8.31271701287 -6.98892648718 -8.49948100884 -9.65772405057 -9.14622781938 -8.71452653299 -8.72100269709 -8.25894190761,nan nan nan nan nan nan nan nan nan nan 1.44252339434 1.79509111772 1.5035877275 1.26238400544 1.37572642537 1.33460991185 1.79015004456 2.04837906008 1.15490560982 2.29189493159 1.63351300047 1.46530181239 3.81252743163 1.75417267618 1.61423376886 1.57736390723 1.58821841143 1.7118571715 1.38346362107 1.9250268895 1.72748024594 1.40303597031 1.77633121631 2.29007219638 1.63351300047 1.22420951096 1.81410211351 1.73631734072,nan nan nan nan nan nan nan nan nan nan 0.549637596548 0.690275948533 0.572037055571 0.471639326744 0.535869663925 0.527121364031 0.700369293231 0.797558532464 0.459295929894 0.897214160475 0.630849437779 0.572511022201 1.50773608203 0.687743689756 0.611583235039 0.592499198338 0.613154489401 0.646569565035 0.520142557609 0.761494414098 0.670029642165 0.535598961614 0.681594281444 0.872463292029 0.630849437779 0.46434820763 0.697692432592 0.680536949987,2.5
611,7.0,57.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,7.5,-99900.0,0.985,-99900.0,3.75,nan,nan,nan,0.0
612,54.0 44.0 34.0 25.0 15.0 5.0,92.0 92.0 92.0 92.0 92.0 92.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0 999.0 999.0,9.5 9.5 3.0 11.5 13.5 12.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.321667 0.355 0.548333 0.538333 0.451667 0.585,-10.5 -10.0 10.5 -9.0 -11.0 5.5,-5.125 2.875 -2.375 0.9375 0.75 -2.0,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
613,15.0,78.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,4.0,-99900.0,1.05167,-2.5,0.0,nan,nan,nan,0.0
614,45.0 57.0 51.0 46.0 40.0 34.0 29.0 23.0 17.0 12.0 6.0 1.0,10.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0 56.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 0.0468506 0.0428011 0.0628837 0.0682239 0.0326686 0.140515 0.0582418 0.146423 0.101587 0.403921 0.0924289,7.0 4.0 7.5 -2.5 2.5 1.0 5.5 -3.0 0.0 3.0 3.5 2.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.991667 0.555 0.795 0.378333 0.651667 0.388333 0.781667 0.208333 0.875 0.231667 0.521667 0.761667,-99900.0 2.0 4.0 3.0 6.0 1.5 8.0 4.5 8.0 7.5 7.0 5.0,0.375 0.5625 6.5625 -3.4375 2.75 -1.3125 1.9375 -1.125 2.8125 1.5 1.8125 2.125,nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan,0.0
615,47.0 33.0 23.0 5.0,42.0 42.0 42.0 42.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,999.0 0.0683914 999.0 999.0,-2.0 -0.5 1.0 0.5,-99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.961667 1.05167 1.05167,-99900.0 -12.5 -99900.0 -99900.0,4.3125 2.5 4.1875 7.9375,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
616,58.0 52.0 46.0 40.0 35.0 29.0 23.0 17.0,79.0 79.0 79.0 79.0 79.0 79.0 79.0 79.0,17.0 20.5 23.0 17.0 21.5 18.0 21.5 20.0,22.5 19.0 21.5 16.5 22.5 19.0 19.0 16.5,9.0 4.0 9.0 4.0 4.0 9.0 9.0 9.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.306878 0.216182 0.610748 0.168618 0.281602 0.232533 0.479246 0.334214,0.246638 0.216182 0.518136 0.168618 0.281602 0.179853 0.43347 0.263435,6.51504 7.09957 11.6714 -3.82618 3.00391 -11.1959 -1.31733 7.72018,0.993032 0.837316 0.990648 0.989402 0.990482 0.990039 0.992963 0.981099,17.0 20.5 23.0 17.0 21.5 18.0 21.5 20.0,17.0 20.5 23.0 17.0 21.5 18.0 21.5 20.0,1.02833 1.01833 0.998333 1.03167 1.01167 1.01167 1.00833 1.005,-99901.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0 -99901.0,0.25 3.125 1.125 1.125 1.3125 1.0625 0.75 1.375,-12.3585124391 -13.5303916773 -11.5742859925 -12.9768502371 -12.0710372246 -12.7527126009 -11.6805236488 -12.499090532,1.66619104223 2.90022953933 1.95779940485 1.96577571522 2.09201322979 1.9810110463 1.87092920304 2.09364087916,0.650872184725 1.18189038804 0.777509974366 0.779943123913 0.821047818862 0.775872253263 0.711358888823 0.825147130427,3.0
617,57.0 52.0 47.0 42.0 38.0 33.0 28.0 24.0 19.0 14.0 10.0 58.0 48.0 38.0 29.0 19.0 10.0 55.0 45.0 36.0 26.0 16.0 7.0,51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 51.0 2.0 2.0 2.0 2.0 2.0 2.0 45.0 45.0 45.0 45.0 45.0 45.0,9.5 7.5 6.5 8.5 8.0 8.0 12.5 16.5 12.5 10.0 10.5 10.5 7.0 12.0 15.5 19.5 18.0 8.5 10.0 15.5 18.5 17.0 1.0,7.0 -99900.0 12.0 12.5 11.0 13.0 15.0 18.5 15.5 15.5 -99900.0 -99900.0 8.0 7.0 11.5 17.5 -99900.0 7.5 12.0 16.0 17.5 12.0 -99900.0,9.0 8.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 6.0 6.0 6.0 7.0 1.0 6.0 1.0 1.0 4.0 1.0 1.0 7.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.489981 0.0 0.0 0.0 0.223886 0.489877 0.270135 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 0.489981 -99900.0 -99900.0 -99900.0 0.223886 0.489877 0.270135 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 2.05244 -99900.0 -99900.0 -99900.0 -9.49545 2.06539 -2.27388 -99900.0,0.916839 0.775432 0.632854 0.744794 0.831218 0.895966 0.682288 0.921042 0.86711 0.906414 0.563442 0.831578 0.127097 0.813699 0.990692 0.967562 0.969393 0.988047 0.941194 0.930822 0.961952 0.955021 0.961616,9.5 7.5 6.5 8.5 8.0 7.5 12.5 16.5 12.5 10.0 10.5 5.0 6.5 10.5 7.0 19.5 8.5 8.5 10.0 15.5 18.5 17.0 1.0,9.5 7.5 6.5 8.5 8.0 7.5 12.5 16.5 12.5 10.0 10.5 5.0 -99900.0 10.5 7.0 19.5 8.5 8.5 10.0 15.5 18.5 17.0 1.0,1.00167 1.05167 0.965 0.951667 1.05167 1.05167 1.04167 0.955 0.978333 1.05167 0.918333 0.971667 0.465 0.758333 0.945 0.985 0.958333 0.975 0.988333 0.978333 0.981667 0.978333 0.981667,3.5 3.5 -99900.0 -99901.0 -99901.0 -99901.0 10.5 5.0 -99901.0 7.5 -99900.0 1.0 4.5 8.0 6.5 9.0 8.5 11.0 11.5 9.0 10.0 9.0 -9.5,1.125 0.75 1.75 1.375 2.0625 -1.1875 0.75 -0.875 -0.4375 0.0 1.0 0.375 5.5625 1.3125 0.125 0.4375 -0.5625 0.8125 -0.125 0.875 0.5 0.0 0.3125,-14.4769328027 nan nan nan nan nan -13.7363780035 -11.618956089 -12.8518421513 -13.7339056966 -14.3636962601 nan nan -14.5193267412 nan -11.8509691856 nan nan -13.6245762178 -13.1671487108 -12.2505562461 -12.1554145009 nan,1.88086443938 nan nan nan nan nan 1.82904231578 1.31179869405 1.40652672406 1.55190082112 1.91987687579 nan nan 1.9814414813 nan 1.72195124941 nan nan 1.51288919737 1.91021784253 1.78852759935 1.58515522062 nan,0.792724664156 nan nan nan nan nan 0.732626046087 0.496443575369 0.574307804463 0.610259576301 0.76756417133 nan nan 0.81618213104 nan 0.660841040407 nan nan 0.598789668652 0.768187530023 0.692375902456 0.613694225309 nan,0.0
618,58.0 48.0 39.0,70.0 70.0 70.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,8.0 8.0 8.0,0.0 0.0 0.0,0.0 0.0 0.0,-99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0,999.0 0.0751918 0.0503778,1.5 -1.5 4.0,-99900.0 -99900.0 -99900.0,0.915 0.628333 0.688333,-3.5 -99900.0 -3.0,1.5 1.375 4.5625,nan nan nan,nan nan nan,nan nan nan,0.0
619,60.0,44.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,0.0,10.0,-99900.0,0.971667,-99900.0,-1.75,nan,nan,nan,0.0
620,60.0 56.0 51.0 47.0 43.0 8.0,78.0 78.0 78.0 78.0 78.0 78.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0837318 999.0 0.0599652 0.0714882 0.0179755 0.0526905,5.5 4.5 8.5 10.5 9.5 8.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.01167 0.405 0.571667 0.655 0.638333 -99900.0,7.0 5.0 7.5 -99901.0 -99900.0 -2.0,4.4375 -0.75 7.9375 2.0 3.125 -99900.0,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
